d,price_usd,lth_realized_price
2015-06-14,232.5071087084,298.93
2015-06-15,236.7909628872,298.91
2015-06-16,251.4326767972,298.95
2015-06-17,247.9693176505,298.87
2015-06-18,249.0124795441,298.83
2015-06-19,244.8034842198,297.77
2015-06-20,245.5825131502,297.86
2015-06-21,244.3002600818,297.9
2015-06-22,247.0178924605,297.79
2015-06-23,244.1847632963,297.59
2015-06-24,240.4515452951,297.33
2015-06-25,242.3478576856,297.2
2015-06-26,242.96799737,297.12
2015-06-27,251.5293267095,297.17
2015-06-28,249.0582857978,297.1
2015-06-29,256.6502223846,297.02
2015-06-30,263.854356865,296.97
2015-07-01,258.0426475745,296.93
2015-07-02,254.747113384,295.78
2015-07-03,256.0870428334,295.25
2015-07-04,260.509239626,295.22
2015-07-05,271.3024582116,295.02
2015-07-06,269.1379400935,294.93
2015-07-07,266.4699190532,294.99
2015-07-08,270.5761428989,294.92
2015-07-09,269.6803047925,294.53
2015-07-10,285.5587808299,294.2
2015-07-11,293.9174538282,294.04
2015-07-12,311.4818798948,294.05
2015-07-13,292.6492238457,293.89
2015-07-14,287.7409514904,293.73
2015-07-15,285.9228854471,293.62
2015-07-16,278.5327492694,293.5
2015-07-17,280.0647247224,293.48
2015-07-18,277.354635301,293.36
2015-07-19,275.2819894798,293.32
2015-07-20,279.114393045,292.99
2015-07-21,276.6524126242,292.84
2015-07-22,277.7643690824,292.81
2015-07-23,276.8116285798,292.7
2015-07-24,289.3059763296,292.6
2015-07-25,289.5076399766,292.6
2015-07-26,293.314842782,292.56
2015-07-27,294.4267618352,292.39
2015-07-28,295.4101252688,292.3
2015-07-29,289.855836353,292.15
2015-07-30,288.2362606663,291.85
2015-07-31,284.5973243717,291.86
2015-08-01,281.6688462887,291.82
2015-08-02,282.423006429,291.82
2015-08-03,282.1850523086,291.8
2015-08-04,285.2866174752,291.55
2015-08-05,282.3388869082,291.52
2015-08-06,278.995748685,291.41
2015-08-07,279.4887150789,291.33
2015-08-08,261.4502755698,291.78
2015-08-09,266.3420204559,290.35
2015-08-10,264.9288252484,290.29
2015-08-11,271.4217361192,290.27
2015-08-12,268.143868498,290.21
2015-08-13,264.6916279953,290.15
2015-08-14,266.3559415546,290.15
2015-08-15,261.9368366452,289.89
2015-08-16,258.9308173898,289.46
2015-08-17,258.0093983051,289.44
2015-08-18,217.8858831169,289.14
2015-08-19,227.2182518995,289.48
2015-08-20,235.5238831093,289.42
2015-08-21,232.8006178399,289.29
2015-08-22,230.6391732905,289.1
2015-08-23,228.6730739334,289.06
2015-08-24,211.9559175921,289.08
2015-08-25,222.6550394506,287.54
2015-08-26,226.1167001753,287.26
2015-08-27,224.9398772648,287.24
2015-08-28,232.1708082992,287.22
2015-08-29,229.8262001753,287.01
2015-08-30,229.0195724722,286.61
2015-08-31,230.6894661017,286.49
2015-09-01,227.9555704267,286.49
2015-09-02,229.5021807095,286.2
2015-09-03,227.1071215663,286.05
2015-09-04,231.1775634132,285.99
2015-09-05,235.9030061368,285.94
2015-09-06,240.8054722385,285.89
2015-09-07,240.6336157218,285.81
2015-09-08,244.1749526593,285.69
2015-09-09,238.7224631794,285.68
2015-09-10,238.7504772063,285.5
2015-09-11,240.8450081169,285.45
2015-09-12,236.3518321765,285.44
2015-09-13,230.5488373174,285.4
2015-09-14,230.9487939801,285.36
2015-09-15,230.3985900058,285.34
2015-09-16,229.0432857978,285.33
2015-09-17,233.2026978375,285.13
2015-09-18,233.1751309176,285.1
2015-09-19,232.2415680888,285.07
2015-09-20,231.3623237873,285.0
2015-09-21,226.7734479836,285.1
2015-09-22,230.6263047925,284.97
2015-09-23,230.1324377557,284.76
2015-09-24,234.319868498,284.75
2015-09-25,235.5382218001,284.66
2015-09-26,234.591814436,284.57
2015-09-27,233.2433097604,284.53
2015-09-28,240.0172653419,284.35
2015-09-29,237.3362337814,284.26
2015-09-30,236.7398480421,284.23
2015-10-01,238.2298138515,284.17
2015-10-02,237.9370073057,284.14
2015-10-03,239.7358977206,284.11
2015-10-04,239.5169248977,284.07
2015-10-05,240.9612138334,284.02
2015-10-06,246.9404982466,283.92
2015-10-07,243.7344868498,283.85
2015-10-08,243.0296329632,283.7
2015-10-09,244.4488874927,283.67
2015-10-10,245.9559243133,283.52
2015-10-11,248.5281654004,283.45
2015-10-12,246.0936373466,283.12
2015-10-13,250.4713007013,283.03
2015-10-14,253.1423255406,282.66
2015-10-15,254.6930150029,282.59
2015-10-16,262.7373632379,282.54
2015-10-17,271.9309389246,282.48
2015-10-18,263.4816773816,282.45
2015-10-19,264.3627282291,282.33
2015-10-20,270.8322118644,282.35
2015-10-21,268.0402177089,282.32
2015-10-22,275.4149564582,282.23
2015-10-23,278.6127780269,282.18
2015-10-24,283.6111428989,282.17
2015-10-25,286.0496934541,282.14
2015-10-26,286.7033828171,282.09
2015-10-27,295.5629137931,282.07
2015-10-28,304.4420970193,282.09
2015-10-29,314.8794623027,282.06
2015-10-30,328.4923211572,282.1
2015-10-31,314.1195081823,282.23
2015-11-01,329.8542276447,282.39
2015-11-02,364.6166279953,282.34
2015-11-03,400.9231052016,281.8
2015-11-04,405.4816814728,281.64
2015-11-05,384.341222969,281.81
2015-11-06,372.9754178843,281.62
2015-11-07,386.5045508475,281.82
2015-11-08,372.4001297487,281.71
2015-11-09,380.49564436,281.54
2015-11-10,337.8305023378,281.09
2015-11-11,308.9221858562,280.96
2015-11-12,337.5229886032,280.88
2015-11-13,337.2789582116,281.01
2015-11-14,333.0471174752,280.98
2015-11-15,319.9280216248,280.91
2015-11-16,331.1327250146,280.9
2015-11-17,335.84978609,280.85
2015-11-18,335.7445049679,280.8
2015-11-19,326.2321455289,280.7
2015-11-20,321.940475453,280.65
2015-11-21,325.9052311514,280.62
2015-11-22,323.7169661017,280.68
2015-11-23,323.0125563413,280.64
2015-11-24,319.9613565272,280.63
2015-11-25,328.9604573349,280.62
2015-11-26,356.255292519,280.61
2015-11-27,359.2688243717,280.93
2015-11-28,356.5673226184,280.91
2015-11-29,371.7076125073,280.86
2015-11-30,377.3898398597,280.76
2015-12-01,362.5323758036,280.71
2015-12-02,359.2224041496,280.53
2015-12-03,361.2100680888,280.44
2015-12-04,363.2416317943,280.42
2015-12-05,389.362958796,280.27
2015-12-06,393.3191297487,280.21
2015-12-07,395.3465882525,280.15
2015-12-08,413.7986604325,280.13
2015-12-09,417.6326712449,280.15
2015-12-10,415.7299243133,280.11
2015-12-11,453.8614801286,279.95
2015-12-12,435.8557223846,279.89
2015-12-13,434.4034663939,279.8
2015-12-14,442.9916896552,279.94
2015-12-15,464.6178717124,279.91
2015-12-16,454.1424924021,279.88
2015-12-17,456.2401346113,279.83
2015-12-18,463.1757697253,279.83
2015-12-19,461.3999079486,279.88
2015-12-20,442.1539900643,279.84
2015-12-21,437.6401294565,279.76
2015-12-22,435.2683790181,279.76
2015-12-23,442.6657270602,279.69
2015-12-24,455.8787130333,279.64
2015-12-25,455.7188258328,279.59
2015-12-26,418.2215315605,279.53
2015-12-27,422.7058945061,279.46
2015-12-28,421.0528796026,279.45
2015-12-29,431.3400213326,279.44
2015-12-30,426.0436469901,279.39
2015-12-31,429.6771534191,279.65
2016-01-01,434.678006429,279.63
2016-01-02,434.4398772648,279.61
2016-01-03,430.1361800117,279.51
2016-01-04,433.4489710696,279.48
2016-01-05,432.66950263,279.42
2016-01-06,430.6778696669,279.38
2016-01-07,459.2089400935,279.73
2016-01-08,454.1344237288,279.6
2016-01-09,449.8452162478,279.55
2016-01-10,448.5802162478,279.59
2016-01-11,449.0330590298,279.4
2016-01-12,441.768157218,279.38
2016-01-13,432.3106452367,279.11
2016-01-14,429.8232247224,279.04
2016-01-15,367.8231998831,278.91
2016-01-16,388.0712045587,278.75
2016-01-17,382.4820864991,278.74
2016-01-18,384.8651665693,278.73
2016-01-19,378.1617250146,278.73
2016-01-20,420.6229241683,278.7
2016-01-21,409.2984596727,278.0
2016-01-22,381.0464593805,276.56
2016-01-23,386.3706025716,276.15
2016-01-24,403.4469266511,276.13
2016-01-25,391.9860973115,276.12
2016-01-26,391.1429351257,275.97
2016-01-27,394.6275303741,275.89
2016-01-28,378.9009956166,275.78
2016-01-29,378.9999948229,275.73
2016-01-30,377.2627790766,275.7
2016-01-31,366.3416876096,275.66
2016-02-01,371.2234350906,275.11
2016-02-02,372.9276312098,275.04
2016-02-03,368.0982066043,274.99
2016-02-04,389.723081239,274.82
2016-02-05,384.3984139831,274.72
2016-02-06,374.6315555231,274.62
2016-02-07,375.1539175921,274.54
2016-02-08,370.8143503273,274.51
2016-02-09,373.5116128609,274.31
2016-02-10,379.0826116306,274.23
2016-02-11,377.6391651081,274.23
2016-02-12,382.2944564582,274.19
2016-02-13,389.5984324722,274.16
2016-02-14,406.1506694915,274.01
2016-02-15,399.267618647,273.9
2016-02-16,407.0353094681,273.82
2016-02-17,415.324113384,273.88
2016-02-18,421.2896629819,273.75
2016-02-19,419.6265285412,273.81
2016-02-20,440.1957600818,273.77
2016-02-21,438.7186126815,273.64
2016-02-22,437.5352950941,273.59
2016-02-23,420.0325926096,273.48
2016-02-24,423.9951125073,273.45
2016-02-25,424.0908702513,273.38
2016-02-26,431.7622419638,273.37
2016-02-27,432.9478459965,273.31
2016-02-28,433.1022627119,273.28
2016-02-29,437.7758725891,273.34
2016-03-01,432.8078671537,273.03
2016-03-02,423.0797893922,273.06
2016-03-03,419.2688213326,272.88
2016-03-04,407.9901542957,272.84
2016-03-05,397.3144539451,272.97
2016-03-06,403.7051874635,272.96
2016-03-07,413.2293661601,272.97
2016-03-08,411.4259532437,272.85
2016-03-09,412.5407035067,272.69
2016-03-10,416.3409286967,272.58
2016-03-11,419.511934249,272.54
2016-03-12,410.2641632963,272.59
2016-03-13,411.8058824664,272.55
2016-03-14,415.0269572764,272.5
2016-03-15,415.2664002922,272.52
2016-03-16,417.0241184687,272.53
2016-03-17,418.6053638223,272.56
2016-03-18,408.901587405,272.67
2016-03-19,409.1244298656,272.64
2016-03-20,412.0569538282,272.63
2016-03-21,411.6017740503,272.71
2016-03-22,416.5816538282,272.79
2016-03-23,417.3782995324,272.81
2016-03-24,413.5602399182,272.79
2016-03-25,416.373243834,272.8
2016-03-26,416.8230966686,272.8
2016-03-27,425.454959848,272.78
2016-03-28,422.9174468147,272.75
2016-03-29,415.8638287551,272.74
2016-03-30,412.7776977791,272.7
2016-03-31,415.9568112215,272.59
2016-04-01,417.2006602572,272.38
2016-04-02,419.763056692,272.42
2016-04-03,420.0735789012,272.47
2016-04-04,419.5407278784,272.52
2016-04-05,422.5013644068,272.6
2016-04-06,421.9071912332,272.66
2016-04-07,421.4672200468,272.92
2016-04-08,418.6434605494,272.84
2016-04-09,418.7586353594,272.87
2016-04-10,421.9544885447,272.9
2016-04-11,423.2730440094,273.19
2016-04-12,427.4276645821,273.5
2016-04-13,424.8725181181,273.88
2016-04-14,425.8565949737,273.86
2016-04-15,430.724418761,273.93
2016-04-16,432.2163130333,273.9
2016-04-17,429.3399687317,273.97
2016-04-18,429.6569336645,274.04
2016-04-19,437.5687261835,274.05
2016-04-20,442.6616533022,274.01
2016-04-21,452.1647028054,274.3
2016-04-22,448.1344213326,274.36
2016-04-23,453.914722969,274.42
2016-04-24,463.3828714202,274.46
2016-04-25,465.3160066628,274.44
2016-04-26,469.6087645237,274.46
2016-04-27,445.7411130918,274.52
2016-04-28,451.0600617767,274.53
2016-04-29,457.009965225,275.71
2016-04-30,449.900484512,275.72
2016-05-01,455.0107311514,275.66
2016-05-02,444.9330611923,275.67
2016-05-03,451.6288503799,275.7
2016-05-04,448.3679675628,275.71
2016-05-05,449.3360724722,275.79
2016-05-06,461.6938623612,275.85
2016-05-07,461.3618424898,275.62
2016-05-08,461.3788722969,275.65
2016-05-09,463.4622316774,275.72
2016-05-10,451.0796683226,275.8
2016-05-11,453.8963052601,275.83
2016-05-12,455.6072559322,275.87
2016-05-13,457.2419026885,275.87
2016-05-14,458.1195248393,276.0
2016-05-15,460.8577206312,276.05
2016-05-16,455.2240773232,275.98
2016-05-17,453.545777031,276.13
2016-05-18,454.4861841029,276.43
2016-05-19,437.724187142,276.58
2016-05-20,442.3967992402,276.63
2016-05-21,444.0782071888,276.7
2016-05-22,440.5586688486,276.91
2016-05-23,444.2050572764,277.01
2016-05-24,445.6744549386,277.07
2016-05-25,450.5495271771,277.16
2016-05-26,454.4337223846,277.25
2016-05-27,471.8201172998,277.46
2016-05-28,530.910597896,277.42
2016-05-29,527.5497124489,277.56
2016-05-30,533.4931490357,277.66
2016-05-31,530.9436928112,277.68
2016-06-01,537.6136788428,277.56
2016-06-02,538.7712431911,277.79
2016-06-03,570.1759882525,277.78
2016-06-04,574.2662016365,277.79
2016-06-05,575.1376380479,278.21
2016-06-06,585.8571490357,278.09
2016-06-07,578.469240678,278.04
2016-06-08,583.0975853302,278.02
2016-06-09,577.1016997078,278.05
2016-06-10,579.814993571,278.01
2016-06-11,605.4495569842,278.06
2016-06-12,670.3923743425,277.69
2016-06-13,704.3217781414,277.6
2016-06-14,684.9483194039,277.28
2016-06-15,695.0014684395,277.26
2016-06-16,767.4200312683,277.33
2016-06-17,750.0146339275,277.26
2016-06-18,758.2887801286,277.35
2016-06-19,766.767132671,277.48
2016-06-20,722.497452367,277.74
2016-06-21,669.6042046756,277.86
2016-06-22,594.8329746347,277.91
2016-06-23,627.67785564,278.05
2016-06-24,664.1269856809,278.49
2016-06-25,668.8726841029,278.19
2016-06-26,630.4342421391,278.53
2016-06-27,652.2448077148,278.78
2016-06-28,647.2187683811,278.97
2016-06-29,638.5863456458,279.3
2016-06-30,674.2848147282,279.34
2016-07-01,677.5123857393,279.55
2016-07-02,702.7393167738,279.95
2016-07-03,662.5500859147,280.25
2016-07-04,679.8424533606,280.37
2016-07-05,668.1659812975,280.67
2016-07-06,677.6513331385,280.6
2016-07-07,640.0532361192,280.58
2016-07-08,665.0517083577,280.6
2016-07-09,651.9419140269,279.71
2016-07-10,649.9593409702,280.02
2016-07-11,650.2725946815,281.14
2016-07-12,670.0231279953,281.21
2016-07-13,658.333613384,281.29
2016-07-14,660.9059601987,281.51
2016-07-15,666.758671128,281.58
2016-07-16,665.2756221508,281.69
2016-07-17,681.0896019871,282.41
2016-07-18,675.1185791935,282.58
2016-07-19,674.6603603156,282.45
2016-07-20,667.3053648743,282.47
2016-07-21,666.8517393337,282.51
2016-07-22,650.5629116306,282.46
2016-07-23,657.3779429573,282.49
2016-07-24,661.3939798364,282.62
2016-07-25,655.1195778492,282.56
2016-07-26,654.6263391584,282.97
2016-07-27,656.2751468732,283.07
2016-07-28,656.1964533606,282.01
2016-07-29,657.5575675044,282.11
2016-07-30,655.3617301578,282.3
2016-07-31,624.804487142,282.49
2016-08-01,606.5092479252,282.52
2016-08-02,526.9811483343,282.09
2016-08-03,570.3470409117,282.06
2016-08-04,583.5421580362,282.16
2016-08-05,581.2798056692,282.19
2016-08-06,590.7954029807,282.29
2016-08-07,594.732324021,282.64
2016-08-08,591.6292838691,283.84
2016-08-09,587.9321382233,284.23
2016-08-10,589.9687583285,284.36
2016-08-11,589.5858846873,284.42
2016-08-12,587.1916495617,285.01
2016-08-13,585.3635816482,285.17
2016-08-14,571.3870625365,285.13
2016-08-15,566.5644413209,285.23
2016-08-16,578.4149241379,285.15
2016-08-17,573.6637444185,284.64
2016-08-18,573.263191993,285.07
2016-08-19,573.9584579193,285.2
2016-08-20,581.7970701344,285.24
2016-08-21,580.7921925774,285.58
2016-08-22,584.9718977206,285.84
2016-08-23,582.6277473992,286.08
2016-08-24,578.7018316774,286.31
2016-08-25,576.0334365868,286.43
2016-08-26,578.8746534191,286.48
2016-08-27,570.2009937463,287.25
2016-08-28,575.1052325541,287.41
2016-08-29,573.4292675628,287.53
2016-08-30,575.695698422,287.53
2016-08-31,572.2727583285,287.57
2016-09-01,572.2217020456,288.19
2016-09-02,576.8467673875,287.69
2016-09-03,600.3744067797,287.87
2016-09-04,610.5389133255,287.92
2016-09-05,607.526964173,287.99
2016-09-06,612.99545827,288.14
2016-09-07,615.6598191116,288.21
2016-09-08,630.5501720047,288.3
2016-09-09,622.9778840444,289.0
2016-09-10,624.7526404442,289.12
2016-09-11,608.2466759205,289.51
2016-09-12,607.707372706,289.54
2016-09-13,608.6942963179,289.7
2016-09-14,609.413087668,290.21
2016-09-15,607.070262595,290.47
2016-09-16,607.8064380479,290.56
2016-09-17,607.3814496786,290.7
2016-09-18,611.5334603156,290.78
2016-09-19,608.8713063121,291.11
2016-09-20,608.3717486265,291.25
2016-09-21,596.9457566335,291.37
2016-09-22,595.56471654,291.59
2016-09-23,602.3787849211,291.78
2016-09-24,602.6873597312,291.63
2016-09-25,600.6100548802,291.79
2016-09-26,606.7788106371,291.89
2016-09-27,605.1516137347,292.49
2016-09-28,604.6864943892,292.68
2016-09-29,605.2025619521,292.84
2016-09-30,608.8658407364,293.02
2016-10-01,615.4084788428,293.14
2016-10-02,611.7485783168,293.36
2016-10-03,612.5903473992,293.5
2016-10-04,610.0078813559,293.98
2016-10-05,612.1477809468,294.05
2016-10-06,611.7608627703,294.23
2016-10-07,617.9057051432,294.35
2016-10-08,619.3010017534,294.5
2016-10-09,617.1010413209,294.58
2016-10-10,618.0852,294.76
2016-10-11,642.9813872589,294.95
2016-10-12,636.5979322034,294.96
2016-10-13,635.4440953244,294.98
2016-10-14,639.5860902981,295.71
2016-10-15,637.283759322,295.87
2016-10-16,642.9130425482,296.12
2016-10-17,639.1375364699,296.25
2016-10-18,635.5765085915,296.52
2016-10-19,629.6407080362,296.7
2016-10-20,628.5989011105,296.87
2016-10-21,630.9062033898,297.24
2016-10-22,654.508630976,297.53
2016-10-23,651.9619567504,297.82
2016-10-24,650.0271671537,298.0
2016-10-25,655.7925050847,298.2
2016-10-26,675.1098693162,298.65
2016-10-27,686.5233270602,298.4
2016-10-28,690.3906549386,298.82
2016-10-29,715.4454693162,299.94
2016-10-30,699.3334109877,300.28
2016-10-31,698.8977279953,300.65
2016-11-01,730.5784800117,300.99
2016-11-02,740.3670555231,301.18
2016-11-03,689.939206955,301.22
2016-11-04,705.4320166569,301.31
2016-11-05,706.8193255698,301.42
2016-11-06,715.8968797779,301.76
2016-11-07,706.1812167738,301.66
2016-11-08,711.8358465809,301.81
2016-11-09,721.5015099357,301.82
2016-11-10,713.4076156049,302.03
2016-11-11,715.7033106371,302.03
2016-11-12,703.8475511397,302.11
2016-11-13,703.626435301,302.26
2016-11-14,705.6435841613,302.37
2016-11-15,712.3471528346,302.43
2016-11-16,742.0501175921,302.41
2016-11-17,735.3180805377,302.54
2016-11-18,749.578727294,302.86
2016-11-19,751.2138194039,303.17
2016-11-20,730.3508136178,303.74
2016-11-21,736.5069839275,304.1
2016-11-22,747.9976779661,304.04
2016-11-23,741.2403179427,305.39
2016-11-24,737.354975979,307.18
2016-11-25,739.6852001753,307.55
2016-11-26,734.6529258913,307.69
2016-11-27,727.7411158387,308.27
2016-11-28,730.0824837522,308.56
2016-11-29,731.6464357101,309.25
2016-11-30,742.204451315,309.38
2016-12-01,753.674910111,309.56
2016-12-02,772.3023827294,309.35
2016-12-03,766.1104681473,309.4
2016-12-04,766.3801390999,309.64
2016-12-05,752.670726242,310.07
2016-12-06,759.1173257744,310.35
2016-12-07,764.9876500877,311.73
2016-12-08,767.6592246347,312.15
2016-12-09,771.9023210988,312.59
2016-12-10,775.4745613092,312.66
2016-12-11,770.4961504968,314.07
2016-12-12,778.5065990649,314.34
2016-12-13,778.9306945646,314.6
2016-12-14,776.9639614845,314.85
2016-12-15,776.1767819988,315.43
2016-12-16,782.2302158971,315.68
2016-12-17,789.6029322034,316.0
2016-12-18,790.632966526,316.83
2016-12-19,790.2790316774,317.21
2016-12-20,799.7775207481,317.21
2016-12-21,828.4836792519,317.38
2016-12-22,858.5014339568,317.5
2016-12-23,915.5624383402,317.35
2016-12-24,891.1552720631,317.38
2016-12-25,896.0032793103,316.74
2016-12-26,903.2012466394,316.99
2016-12-27,925.9508104617,317.09
2016-12-28,979.9609739918,317.22
2016-12-29,973.4625594389,317.41
2016-12-30,961.1826581531,317.67
2016-12-31,968.9705970193,317.96
2017-01-01,997.2573579778,319.25
2017-01-02,1017.07788609,319.36
2017-01-03,1032.6090531853,319.53
2017-01-04,1134.4964453536,319.52
2017-01-05,1000.4981289305,318.91
2017-01-06,892.46395564,318.64
2017-01-07,903.4532836353,318.71
2017-01-08,912.4849970777,318.67
2017-01-09,903.508666803,320.2
2017-01-10,906.4989473992,320.37
2017-01-11,788.3146559906,320.41
2017-01-12,807.1098335476,320.63
2017-01-13,826.7469274109,321.01
2017-01-14,820.0451572764,321.21
2017-01-15,824.5470651666,321.41
2017-01-16,830.8380350672,321.5
2017-01-17,906.0268281122,321.65
2017-01-18,881.2598153711,321.56
2017-01-19,902.2638699591,322.29
2017-01-20,895.1745161894,322.16
2017-01-21,924.4682594974,322.29
2017-01-22,922.4670773816,322.47
2017-01-23,919.1157441262,322.73
2017-01-24,887.7431938048,322.5
2017-01-25,895.6900332554,322.74
2017-01-26,916.6674685564,323.01
2017-01-27,920.4544634717,323.13
2017-01-28,922.7749485681,323.45
2017-01-29,915.6320231444,323.66
2017-01-30,920.3132607832,323.78
2017-01-31,968.4991056692,323.92
2017-02-01,987.532590415,323.69
2017-02-02,1007.7043659848,323.91
2017-02-03,1015.3020394506,323.62
2017-02-04,1033.7859729983,323.68
2017-02-05,1014.5678757452,323.86
2017-02-06,1023.3174811806,323.75
2017-02-07,1053.6244590298,323.82
2017-02-08,1052.3676453536,323.92
2017-02-09,982.7519394506,323.89
2017-02-10,996.6501531268,323.71
2017-02-11,1011.3753222092,323.88
2017-02-12,1006.2964648743,323.9
2017-02-13,999.9531849795,323.96
2017-02-14,1012.2134635301,324.17
2017-02-15,1013.9038405026,324.43
2017-02-16,1036.8068647575,324.68
2017-02-17,1058.669920339,324.77
2017-02-18,1060.6688048802,324.97
2017-02-19,1058.7864003507,325.14
2017-02-20,1088.6884292227,325.6
2017-02-21,1128.8552931619,325.82
2017-02-22,1129.7017906487,326.0
2017-02-23,1188.8617855056,326.09
2017-02-24,1185.4888915839,326.11
2017-02-25,1151.604736879,326.21
2017-02-26,1181.7108658679,326.35
2017-02-27,1194.1524501461,326.67
2017-02-28,1188.3999407364,326.86
2017-03-01,1228.4596506137,327.35
2017-03-02,1262.9314673875,327.4
2017-03-03,1289.3631911163,327.29
2017-03-04,1268.9406644068,327.8
2017-03-05,1276.273682934,328.05
2017-03-06,1282.2546566336,328.19
2017-03-07,1234.476462069,328.41
2017-03-08,1152.1393892461,328.29
2017-03-09,1193.4555265926,328.31
2017-03-10,1098.5301490357,328.39
2017-03-11,1176.822921391,328.59
2017-03-12,1231.7483566336,328.84
2017-03-13,1239.3962963179,329.17
2017-03-14,1246.5365648743,329.29
2017-03-15,1258.6513814728,328.93
2017-03-16,1178.0207503799,328.61
2017-03-17,1072.0825381648,329.31
2017-03-18,962.569056166,328.88
2017-03-19,1020.2202535359,328.82
2017-03-20,1037.7563458796,328.82
2017-03-21,1111.8182635885,328.67
2017-03-22,1037.3025701344,328.87
2017-03-23,1028.1728562829,328.92
2017-03-24,935.0634962011,326.52
2017-03-25,968.5433292811,326.32
2017-03-26,962.958054588,326.64
2017-03-27,1042.9191977791,327.35
2017-03-28,1045.1629316189,327.57
2017-03-29,1039.6886157803,328.2
2017-03-30,1037.9876614261,328.23
2017-03-31,1081.7435310929,330.13
2017-04-01,1089.5247718293,330.54
2017-04-02,1105.5629557569,334.42
2017-04-03,1144.6647710111,334.77
2017-04-04,1141.9219187025,335.1
2017-04-05,1135.8116437756,335.21
2017-04-06,1194.5964593805,335.48
2017-04-07,1191.7314510812,336.0
2017-04-08,1184.417720339,336.2
2017-04-09,1213.6341398013,336.44
2017-04-10,1211.6498762127,336.76
2017-04-11,1229.7849329047,336.94
2017-04-12,1216.1143678551,337.41
2017-04-13,1172.5583396844,337.47
2017-04-14,1174.3332335476,337.57
2017-04-15,1175.5621890123,337.82
2017-04-16,1173.6913798948,337.97
2017-04-17,1191.9012014611,337.95
2017-04-18,1202.1314580362,338.24
2017-04-19,1209.5609088837,338.38
2017-04-20,1235.8030745178,338.51
2017-04-21,1247.3360702513,338.76
2017-04-22,1243.5503925774,339.05
2017-04-23,1250.0014832262,339.12
2017-04-24,1257.239442256,339.24
2017-04-25,1279.8647174167,339.45
2017-04-26,1296.4854574518,339.41
2017-04-27,1345.8899556692,339.57
2017-04-28,1347.9851555231,339.6
2017-04-29,1357.7152534191,339.86
2017-04-30,1381.9563722969,340.24
2017-05-01,1436.9414880187,340.83
2017-05-02,1463.8190684687,341.51
2017-05-03,1519.4089444769,341.94
2017-05-04,1539.8300515488,342.33
2017-05-05,1529.8504430158,342.41
2017-05-06,1573.2855096143,342.91
2017-05-07,1526.2677717125,343.42
2017-05-08,1685.0864963179,343.22
2017-05-09,1719.2280135593,343.42
2017-05-10,1782.499,343.9
2017-05-11,1835.4875482174,344.57
2017-05-12,1704.6616410871,345.12
2017-05-13,1779.840256692,345.42
2017-05-14,1794.5935505552,345.81
2017-05-15,1736.8828461134,346.18
2017-05-16,1757.0269485681,346.89
2017-05-17,1808.746064699,347.03
2017-05-18,1894.2472645529,347.14
2017-05-19,1967.5455476914,347.25
2017-05-20,2048.1176779953,347.55
2017-05-21,2045.2224931619,348.2
2017-05-22,2078.9435000292,348.26
2017-05-23,2257.2883638223,348.98
2017-05-24,2415.0072266511,349.07
2017-05-25,2319.6013786675,348.63
2017-05-26,2279.4185836353,348.98
2017-05-27,2044.3004998247,348.87
2017-05-28,2225.7008666277,348.98
2017-05-29,2284.7157974869,349.53
2017-05-30,2167.2644779077,350.42
2017-05-31,2299.4326102572,351.44
2017-06-01,2399.8876319404,354.18
2017-06-02,2479.4238943308,354.47
2017-06-03,2549.5519515196,354.58
2017-06-04,2524.9938335476,354.81
2017-06-05,2685.3189167154,355.7
2017-06-06,2871.3416773524,356.68
2017-06-07,2706.7600088545,356.97
2017-06-08,2802.5635468147,357.26
2017-06-09,2804.8722669199,358.37
2017-06-10,2916.3278597896,358.94
2017-06-11,2974.2145592051,359.97
2017-06-12,2665.4332699591,361.45
2017-06-13,2707.137824021,363.72
2017-06-14,2443.8244513735,364.72
2017-06-15,2409.886764173,365.09
2017-06-16,2476.3590953828,366.07
2017-06-17,2652.7553633548,364.7
2017-06-18,2508.2142074226,363.4
2017-06-19,2589.642213384,365.93
2017-06-20,2733.2265562829,366.53
2017-06-21,2639.2613142022,367.01
2017-06-22,2686.6475143191,367.69
2017-06-23,2685.8704710111,365.95
2017-06-24,2562.1891487434,366.01
2017-06-25,2497.7289413793,366.16
2017-06-26,2426.3650511981,366.67
2017-06-27,2530.3455360023,367.77
2017-06-28,2562.7922642022,367.68
2017-06-29,2540.4430316189,367.8
2017-06-30,2452.7120642899,367.79
2017-07-01,2412.3662131502,369.03
2017-07-02,2518.8721873758,369.22
2017-07-03,2551.9274317358,370.17
2017-07-04,2599.7447499123,369.18
2017-07-05,2608.1048911748,369.63
2017-07-06,2603.1954736996,369.96
2017-07-07,2495.7809222092,371.75
2017-07-08,2553.4941581239,372.49
2017-07-09,2506.1732135593,372.74
2017-07-10,2319.36689737,373.2
2017-07-11,2319.1674406195,373.52
2017-07-12,2374.8862664524,373.99
2017-07-13,2343.7383482466,374.71
2017-07-14,2214.8252372881,374.87
2017-07-15,1989.6331902396,375.43
2017-07-16,1910.7495416131,375.95
2017-07-17,2215.7462961426,376.99
2017-07-18,2303.7611458796,378.46
2017-07-19,2257.0652358855,378.87
2017-07-20,2823.8979263589,379.33
2017-07-21,2666.1397182934,379.61
2017-07-22,2829.7540549679,379.31
2017-07-23,2753.2438649328,379.98
2017-07-24,2755.1595242256,380.57
