d,price_usd,nupl
2017-01-04,1134.4964453536,0.609
2017-01-05,1000.4981289305,0.553
2017-01-06,892.46395564,0.5004
2017-01-07,903.4532836353,0.5062
2017-01-08,912.4849970777,0.5105
2017-01-09,903.508666803,0.5051
2017-01-10,906.4989473992,0.5062
2017-01-11,788.3146559906,0.4345
2017-01-12,807.1098335476,0.4478
2017-01-13,826.7469274109,0.4605
2017-01-14,820.0451572764,0.4562
2017-01-15,824.5470651666,0.4589
2017-01-16,830.8380350672,0.4628
2017-01-17,906.0268281122,0.5057
2017-01-18,881.2598153711,0.4915
2017-01-19,902.2638699591,0.5025
2017-01-20,895.1745161894,0.4982
2017-01-21,924.4682594974,0.5132
2017-01-22,922.4670773816,0.5113
2017-01-23,919.1157441262,0.5089
2017-01-24,887.7431938048,0.491
2017-01-25,895.6900332554,0.4946
2017-01-26,916.6674685564,0.5052
2017-01-27,920.4544634717,0.5067
2017-01-28,922.7749485681,0.5076
2017-01-29,915.6320231444,0.5023
2017-01-30,920.3132607832,0.5043
2017-01-31,968.4991056692,0.5277
2017-02-01,987.532590415,0.5356
2017-02-02,1007.7043659848,0.5435
2017-02-03,1015.3020394506,0.5452
2017-02-04,1033.7859729983,0.5524
2017-02-05,1014.5678757452,0.5432
2017-02-06,1023.3174811806,0.546
2017-02-07,1053.6244590298,0.5573
2017-02-08,1052.3676453536,0.5557
2017-02-09,982.7519394506,0.5239
2017-02-10,996.6501531268,0.5292
2017-02-11,1011.3753222092,0.5356
2017-02-12,1006.2964648743,0.5327
2017-02-13,999.9531849795,0.5289
2017-02-14,1012.2134635301,0.5338
2017-02-15,1013.9038405026,0.5342
2017-02-16,1036.8068647575,0.5435
2017-02-17,1058.669920339,0.5512
2017-02-18,1060.6688048802,0.5513
2017-02-19,1058.7864003507,0.5498
2017-02-20,1088.6884292227,0.5612
2017-02-21,1128.8552931619,0.5751
2017-02-22,1129.7017906487,0.5732
2017-02-23,1188.8617855056,0.5921
2017-02-24,1185.4888915839,0.588
2017-02-25,1151.604736879,0.5754
2017-02-26,1181.7108658679,0.5854
2017-02-27,1194.1524501461,0.5885
2017-02-28,1188.3999407364,0.5855
2017-03-01,1228.4596506137,0.597
2017-03-02,1262.9314673875,0.6056
2017-03-03,1289.3631911163,0.6111
2017-03-04,1268.9406644068,0.6038
2017-03-05,1276.273682934,0.6051
2017-03-06,1282.2546566336,0.6052
2017-03-07,1234.476462069,0.5891
2017-03-08,1152.1393892461,0.5595
2017-03-09,1193.4555265926,0.5739
2017-03-10,1098.5301490357,0.5376
2017-03-11,1176.822921391,0.5673
2017-03-12,1231.7483566336,0.5855
2017-03-13,1239.3962963179,0.5852
2017-03-14,1246.5365648743,0.5865
2017-03-15,1258.6513814728,0.5886
2017-03-16,1178.0207503799,0.5596
2017-03-17,1072.0825381648,0.517
2017-03-18,962.569056166,0.4631
2017-03-19,1020.2202535359,0.4927
2017-03-20,1037.7563458796,0.5012
2017-03-21,1111.8182635885,0.5326
2017-03-22,1037.3025701344,0.4987
2017-03-23,1028.1728562829,0.4944
2017-03-24,935.0634962011,0.4447
2017-03-25,968.5433292811,0.4632
2017-03-26,962.958054588,0.4596
2017-03-27,1042.9191977791,0.4997
2017-03-28,1045.1629316189,0.4998
2017-03-29,1039.6886157803,0.4968
2017-03-30,1037.9876614261,0.4954
2017-03-31,1081.7435310929,0.5139
2017-04-01,1089.5247718293,0.5166
2017-04-02,1105.5629557569,0.5229
2017-04-03,1144.6647710111,0.5376
2017-04-04,1141.9219187025,0.5356
2017-04-05,1135.8116437756,0.5321
2017-04-06,1194.5964593805,0.5535
2017-04-07,1191.7314510812,0.5509
2017-04-08,1184.417720339,0.5475
2017-04-09,1213.6341398013,0.5573
2017-04-10,1211.6498762127,0.5555
2017-04-11,1229.7849329047,0.5608
2017-04-12,1216.1143678551,0.5548
2017-04-13,1172.5583396844,0.5381
2017-04-14,1174.3332335476,0.5382
2017-04-15,1175.5621890123,0.5383
2017-04-16,1173.6913798948,0.5373
2017-04-17,1191.9012014611,0.5429
2017-04-18,1202.1314580362,0.5458
2017-04-19,1209.5609088837,0.5478
2017-04-20,1235.8030745178,0.5561
2017-04-21,1247.3360702513,0.5594
2017-04-22,1243.5503925774,0.5576
2017-04-23,1250.0014832262,0.5592
2017-04-24,1257.239442256,0.5606
2017-04-25,1279.8647174167,0.567
2017-04-26,1296.4854574518,0.5712
2017-04-27,1345.8899556692,0.5851
2017-04-28,1347.9851555231,0.5835
2017-04-29,1357.7152534191,0.5854
2017-04-30,1381.9563722969,0.5912
2017-05-01,1436.9414880187,0.6041
2017-05-02,1463.8190684687,0.6089
2017-05-03,1519.4089444769,0.6208
2017-05-04,1539.8300515488,0.6223
2017-05-05,1529.8504430158,0.617
2017-05-06,1573.2855096143,0.6256
2017-05-07,1526.2677717125,0.6132
2017-05-08,1685.0864963179,0.6454
2017-05-09,1719.2280135593,0.6491
2017-05-10,1782.499,0.6587
2017-05-11,1835.4875482174,0.6646
2017-05-12,1704.6616410871,0.6375
2017-05-13,1779.840256692,0.651
2017-05-14,1794.5935505552,0.6528
2017-05-15,1736.8828461134,0.6397
2017-05-16,1757.0269485681,0.6422
2017-05-17,1808.746064699,0.6493
2017-05-18,1894.2472645529,0.663
2017-05-19,1967.5455476914,0.6724
2017-05-20,2048.1176779953,0.6825
2017-05-21,2045.2224931619,0.6798
2017-05-22,2078.9435000292,0.68
2017-05-23,2257.2883638223,0.6995
2017-05-24,2415.0072266511,0.7139
2017-05-25,2319.6013786675,0.6967
2017-05-26,2279.4185836353,0.6882
2017-05-27,2044.3004998247,0.6522
2017-05-28,2225.7008666277,0.6785
2017-05-29,2284.7157974869,0.6847
2017-05-30,2167.2644779077,0.6662
2017-05-31,2299.4326102572,0.6818
2017-06-01,2399.8876319404,0.6915
2017-06-02,2479.4238943308,0.699
2017-06-03,2549.5519515196,0.7046
2017-06-04,2524.9938335476,0.6997
2017-06-05,2685.3189167154,0.7142
2017-06-06,2871.3416773524,0.7288
2017-06-07,2706.7600088545,0.7106
2017-06-08,2802.5635468147,0.7175
2017-06-09,2804.8722669199,0.715
2017-06-10,2916.3278597896,0.7225
2017-06-11,2974.2145592051,0.7253
2017-06-12,2665.4332699591,0.6902
2017-06-13,2707.137824021,0.6915
2017-06-14,2443.8244513735,0.6575
2017-06-15,2409.886764173,0.652
2017-06-16,2476.3590953828,0.6592
2017-06-17,2652.7553633548,0.6802
2017-06-18,2508.2142074226,0.6595
2017-06-19,2589.642213384,0.6675
2017-06-20,2733.2265562829,0.6821
2017-06-21,2639.2613142022,0.6694
2017-06-22,2686.6475143191,0.6729
2017-06-23,2685.8704710111,0.6712
2017-06-24,2562.1891487434,0.6551
2017-06-25,2497.7289413793,0.6459
2017-06-26,2426.3650511981,0.6353
2017-06-27,2530.3455360023,0.6488
2017-06-28,2562.7922642022,0.6515
2017-06-29,2540.4430316189,0.6471
2017-06-30,2452.7120642899,0.6328
2017-07-01,2412.3662131502,0.6263
2017-07-02,2518.8721873758,0.6409
2017-07-03,2551.9274317358,0.6437
2017-07-04,2599.7447499123,0.6489
2017-07-05,2608.1048911748,0.6482
2017-07-06,2603.1954736996,0.6464
2017-07-07,2495.7809222092,0.6298
2017-07-08,2553.4941581239,0.6372
2017-07-09,2506.1732135593,0.6301
2017-07-10,2319.36689737,0.6011
2017-07-11,2319.1674406195,0.6006
2017-07-12,2374.8862664524,0.6095
2017-07-13,2343.7383482466,0.6037
2017-07-14,2214.8252372881,0.5808
2017-07-15,1989.6331902396,0.5352
2017-07-16,1910.7495416131,0.5175
2017-07-17,2215.7462961426,0.5811
2017-07-18,2303.7611458796,0.5956
2017-07-19,2257.0652358855,0.5864
2017-07-20,2823.8979263589,0.6644
2017-07-21,2666.1397182934,0.6433
2017-07-22,2829.7540549679,0.6618
2017-07-23,2753.2438649328,0.6514
2017-07-24,2755.1595242256,0.65
2017-07-25,2558.692998948,0.62
2017-07-26,2522.3246462887,0.6135
2017-07-27,2665.1475464933,0.6309
2017-07-28,2793.8334848627,0.6398
2017-07-29,2706.4507654588,0.6227
2017-07-30,2749.3845277031,0.6204
2017-07-31,2862.6112908825,0.6247
2017-08-01,2727.3891819988,0.602
2017-08-02,2690.1456719755,0.5929
2017-08-03,2789.7463124489,0.6026
2017-08-04,2860.2728432496,0.6043
2017-08-05,3237.4233632963,0.6436
2017-08-06,3230.1167089421,0.6355
2017-08-07,3392.5624186441,0.6451
2017-08-08,3425.6766165985,0.6425
2017-08-09,3347.2154316189,0.63
2017-08-10,3437.0321554646,0.6362
2017-08-11,3660.5205372881,0.6547
2017-08-12,3871.0824061952,0.6689
2017-08-13,4063.8010527177,0.6804
2017-08-14,4304.6039312098,0.6928
2017-08-15,4160.0305458796,0.679
2017-08-16,4364.6785746347,0.6903
2017-08-17,4308.5168614261,0.6819
2017-08-18,4108.5071621859,0.6639
2017-08-19,4160.3324568673,0.6641
2017-08-20,4085.8103943308,0.6539
2017-08-21,3992.6260352426,0.644
2017-08-22,4074.3304612507,0.6481
2017-08-23,4146.9153452367,0.6509
2017-08-24,4325.8164279953,0.6631
2017-08-25,4353.1317725599,0.663
2017-08-26,4341.9787167738,0.6603
2017-08-27,4344.9034447691,0.6588
2017-08-28,4379.7639206897,0.6591
2017-08-29,4600.456830976,0.6709
2017-08-30,4586.6327367037,0.6674
2017-08-31,4740.3562177089,0.6739
2017-09-01,4918.166244886,0.6818
2017-09-02,4595.0200178258,0.6575
2017-09-03,4625.296314436,0.6581
2017-09-04,4374.7534964933,0.6366
2017-09-05,4454.0525376973,0.6412
2017-09-06,4607.5165298071,0.6506
2017-09-07,4635.1118758036,0.6486
2017-09-08,4345.4576563413,0.6249
2017-09-09,4335.593449737,0.6234
2017-09-10,4261.8435210403,0.6152
2017-09-11,4212.5475733489,0.6101
2017-09-12,4164.319434249,0.6049
2017-09-13,3887.1185867914,0.5777
2017-09-14,3247.4687390415,0.4988
2017-09-15,3699.2229438925,0.5581
2017-09-16,3711.2343506721,0.5587
2017-09-17,3711.8562039743,0.5585
2017-09-18,4080.4284430158,0.5966
2017-09-19,3925.7361902396,0.58
2017-09-20,3895.777078609,0.5762
2017-09-21,3617.2434658095,0.544
2017-09-22,3619.2137182934,0.5437
2017-09-23,3775.600594097,0.5619
2017-09-24,3676.8969441847,0.55
2017-09-25,3918.7380713033,0.5732
2017-09-26,3890.090936879,0.5691
2017-09-27,4207.7874853887,0.5995
2017-09-28,4187.7697963179,0.596
2017-09-29,4155.010119813,0.5918
2017-09-30,4334.5446125073,0.6066
2017-10-01,4382.0868980129,0.6097
2017-10-02,4386.8757150789,0.6081
2017-10-03,4306.5646420222,0.5996
2017-10-04,4216.6848214494,0.5903
2017-10-05,4319.4209158387,0.5972
2017-10-06,4365.9157104033,0.6002
2017-10-07,4438.8559330801,0.6057
2017-10-08,4600.7397966102,0.6176
2017-10-09,4777.5346569258,0.6282
2017-10-10,4741.077914962,0.6229
2017-10-11,4814.9671180596,0.6272
2017-10-12,5393.6689827586,0.6637
2017-10-13,5614.0775146113,0.6722
2017-10-14,5785.7383150205,0.6797
2017-10-15,5689.8650596143,0.6722
2017-10-16,5756.148811806,0.673
2017-10-17,5590.4163243717,0.661
2017-10-18,5583.8704257744,0.6589
2017-10-19,5708.312990941,0.6632
2017-10-20,6000.8831303331,0.6772
2017-10-21,6030.2078927528,0.677
2017-10-22,5996.5981388077,0.672
2017-10-23,5888.2500166569,0.6598
2017-10-24,5517.7753533022,0.635
2017-10-25,5736.017801578,0.6469
2017-10-26,5900.3177291058,0.6548
2017-10-27,5771.9450461718,0.6457
2017-10-28,5762.3885768556,0.6442
2017-10-29,6174.7288448276,0.6659
2017-10-30,6119.256383986,0.6606
2017-10-31,6428.5146370544,0.6743
2017-11-01,6726.4118345997,0.6847
2017-11-02,7043.7779389246,0.694
2017-11-03,7198.6321107539,0.6969
2017-11-04,7420.498078609,0.7037
2017-11-05,7371.1390298071,0.6988
2017-11-06,6985.2638439509,0.6804
2017-11-07,7118.202543834,0.6836
2017-11-08,7451.2127866745,0.6949
2017-11-09,7117.7380496786,0.6776
2017-11-10,6620.567336353,0.6514
2017-11-11,6346.7214491525,0.6344
2017-11-12,5829.0978275862,0.5951
2017-11-13,6519.4451721216,0.6332
2017-11-14,6592.3743971362,0.6351
2017-11-15,7257.3732121566,0.664
2017-11-16,7833.7044333723,0.6831
2017-11-17,7729.0332700175,0.6738
2017-11-18,7796.1542410871,0.674
2017-11-19,8018.3206884863,0.6802
2017-11-20,8269.8742574518,0.6859
2017-11-21,8091.9980835769,0.675
2017-11-22,8249.5973302163,0.6788
2017-11-23,8071.6698214495,0.6695
2017-11-24,8232.4223331385,0.6721
2017-11-25,8760.1654421391,0.6873
2017-11-26,9319.9033147282,0.7014
2017-11-27,9730.7285794857,0.7086
2017-11-28,9932.1941800117,0.7079
2017-11-29,9800.0275517241,0.6984
2017-11-30,9996.7149719462,0.7006
2017-12-01,10808.9583325541,0.7185
2017-12-02,10934.8599856809,0.7179
2017-12-03,11213.9426554646,0.7222
2017-12-04,11562.1285669199,0.7263
2017-12-05,11736.7540672122,0.7263
2017-12-06,13992.1323372297,0.7625
2017-12-07,17032.2933763881,0.788
2017-12-08,16298.4873386908,0.7699
2017-12-09,15050.0219541204,0.7478
2017-12-10,15474.9995432496,0.7505
2017-12-11,16873.4977849211,0.765
2017-12-12,17433.9307381648,0.7641
2017-12-13,16515.15257218,0.7459
2017-12-14,16602.8928033314,0.7436
2017-12-15,17702.0021721216,0.7548
2017-12-16,19640.5138834015,0.7743
2017-12-17,19250.467650789,0.7648
2017-12-18,18982.0250242548,0.7579
2017-12-19,17653.3260894214,0.7372
2017-12-20,16453.6272603741,0.7137
2017-12-21,15633.8336504968,0.6971
2017-12-22,14305.7183436587,0.6678
2017-12-23,14910.8581049094,0.6794
2017-12-24,14026.3468661601,0.6581
2017-12-25,14080.9422600818,0.6586
2017-12-26,15727.1454792519,0.6912
2017-12-27,15389.0005739334,0.6806
2017-12-28,14289.4522095266,0.6552
2017-12-29,14571.7460821157,0.66
2017-12-30,12948.7158828171,0.6157
2017-12-31,13921.4806414378,0.6412
2018-01-01,13464.6536116306,0.6288
2018-01-02,14754.322204851,0.6582
2018-01-03,15010.2861595558,0.6622
2018-01-04,15070.3007986558,0.6603
2018-01-05,16997.2274079486,0.6934
2018-01-06,17103.589279661,0.692
2018-01-07,16231.6949994155,0.6714
2018-01-08,14937.4150894214,0.6431
2018-01-09,14378.5862174167,0.6283
2018-01-10,14669.0882656341,0.6341
2018-01-11,13186.7549427236,0.5925
2018-01-12,13789.4436639392,0.609
2018-01-13,14231.2250645821,0.62
2018-01-14,13681.0654611338,0.6041
2018-01-15,13591.6961966686,0.6013
2018-01-16,11431.0401052016,0.5285
2018-01-17,11159.6085905903,0.5178
2018-01-18,11246.0397302747,0.5223
2018-01-19,11440.2555616598,0.5305
2018-01-20,12768.4045856224,0.5782
2018-01-21,11422.3942589129,0.5297
2018-01-22,10737.3505774401,0.5007
2018-01-23,10849.3918793103,0.5068
2018-01-24,11225.8961747516,0.5233
2018-01-25,11130.4649473992,0.5192
2018-01-26,11035.5546098773,0.5141
2018-01-27,11320.9701852718,0.5258
2018-01-28,11615.95871128,0.5358
2018-01-29,11132.5543138515,0.5159
2018-01-30,9959.5467153711,0.4621
2018-01-31,10050.0957971946,0.4675
2018-02-01,9039.8650751023,0.4107
2018-02-02,8786.0773798948,0.3981
2018-02-03,9132.1003223261,0.4216
2018-02-04,8250.5268959673,0.3597
2018-02-05,6849.542559322,0.2357
2018-02-06,7738.6439596727,0.3248
2018-02-07,7624.5953895383,0.3173
2018-02-08,8218.580851841,0.3674
2018-02-09,8660.4534678551,0.3998
2018-02-10,8530.2928047925,0.3908
2018-02-11,8096.7284812975,0.3589
2018-02-12,8907.670179135,0.4164
2018-02-13,8523.9669319112,0.3911
2018-02-14,9467.3010327294,0.4504
2018-02-15,10106.7330835769,0.4832
2018-02-16,10189.3164833431,0.4865
2018-02-17,11085.5984143776,0.5269
2018-02-18,10452.0919772063,0.4978
2018-02-19,11139.3557305669,0.5272
2018-02-20,11245.9323179427,0.53
2018-02-21,10458.8650888369,0.4945
2018-02-22,9878.1589427236,0.4583
2018-02-23,10159.0656125073,0.4725
2018-02-24,9686.6017799533,0.4473
2018-02-25,9603.2274774985,0.4426
2018-02-26,10312.3657130333,0.4803
2018-02-27,10654.1072948568,0.4961
2018-02-28,10307.0249663939,0.4786
2018-03-01,10923.6308617767,0.5068
2018-03-02,11014.0584672706,0.5101
2018-03-03,11425.6805654588,0.5271
2018-03-04,11462.5831975453,0.5277
2018-03-05,11540.6623205728,0.5293
2018-03-06,10677.0352308591,0.4917
2018-03-07,9903.0850490941,0.4527
2018-03-08,9330.4754529515,0.4202
2018-03-09,9278.1391843951,0.4202
2018-03-10,8786.5604231444,0.3889
2018-03-11,9513.5353997662,0.4349
2018-03-12,9147.8901805962,0.4129
2018-03-13,9160.5429327878,0.4142
2018-03-14,8222.1272390415,0.3493
2018-03-15,8268.589122443,0.3538
2018-03-16,8376.9044982466,0.3629
2018-03-17,7881.6619205143,0.3239
2018-03-18,8189.0167191701,0.3495
2018-03-19,8537.0156233197,0.376
2018-03-20,8895.547179135,0.4011
2018-03-21,8879.5942565751,0.4001
2018-03-22,8710.6649351257,0.389
2018-03-23,8771.746323495,0.3933
2018-03-24,8610.9885163647,0.3819
2018-03-25,8440.6109225599,0.3702
2018-03-26,8171.1843544711,0.3509
2018-03-27,7837.2653194039,0.3242
2018-03-28,7933.6427296902,0.3333
2018-03-29,7108.5708132671,0.2587
2018-03-30,6832.1490663355,0.2312
2018-03-31,6922.2812969024,0.2417
2018-04-01,6804.5248793104,0.2296
2018-04-02,7033.259609585,0.2552
2018-04-03,7420.800515488,0.2945
2018-04-04,6780.5436014027,0.2296
2018-04-05,6798.4226165985,0.2326
2018-04-06,6610.4923497954,0.2124
2018-04-07,6886.4694719462,0.2444
2018-04-08,7009.996104325,0.2579
2018-04-09,6736.8928237873,0.2292
2018-04-10,6816.7186154296,0.2392
2018-04-11,6944.7858571011,0.2533
2018-04-12,7904.3302752776,0.343
2018-04-13,7919.064694623,0.3437
2018-04-14,8006.417943308,0.3508
2018-04-15,8342.2711014027,0.3766
2018-04-16,8046.9821335476,0.3539
2018-04-17,7887.7379579194,0.3412
2018-04-18,8162.8348617767,0.3631
2018-04-19,8272.9673158971,0.3695
2018-04-20,8839.5011320865,0.4087
2018-04-21,8863.5408290473,0.4096
2018-04-22,8800.9590870836,0.4051
2018-04-23,8930.7846335476,0.4129
2018-04-24,9652.2137887201,0.4551
2018-04-25,8855.5089365868,0.4064
2018-04-26,9264.7274269433,0.4309
2018-04-27,8981.3307901812,0.4132
2018-04-28,9341.8246846873,0.4353
2018-04-29,9396.9976297487,0.4384
2018-04-30,9228.7264836353,0.4277
2018-05-01,9072.1687574518,0.4177
2018-05-02,9204.1276405611,0.4248
2018-05-03,9750.7001464056,0.4562
2018-05-04,9696.6429099942,0.4525
2018-05-05,9795.9257720631,0.4577
2018-05-06,9595.0868194039,0.4462
2018-05-07,9339.5108471654,0.4311
2018-05-08,9212.3696347165,0.4233
2018-05-09,9293.0422735243,0.4277
2018-05-10,9037.530509059,0.4114
2018-05-11,8419.7585873758,0.3691
2018-05-12,8485.775266803,0.374
2018-05-13,8695.8330938048,0.3891
2018-05-14,8671.0741747516,0.3841
2018-05-15,8488.463421391,0.3709
2018-05-16,8327.7562013442,0.3595
2018-05-17,8050.5162393337,0.3352
2018-05-18,8233.0864552893,0.3503
2018-05-19,8229.4829357101,0.3499
2018-05-20,8511.4488302163,0.3712
2018-05-21,8398.6231265342,0.3626
2018-05-22,8007.526532145,0.3321
2018-05-23,7520.867679135,0.2898
2018-05-24,7575.6244859731,0.2949
2018-05-25,7425.3756744594,0.2814
2018-05-26,7326.3031864407,0.272
2018-05-27,7338.1930444185,0.2735
2018-05-28,7110.8238816482,0.2515
2018-05-29,7453.6337250146,0.2862
2018-05-30,7374.6690490941,0.2788
2018-05-31,7478.7418670368,0.2892
2018-06-01,7519.8357372881,0.2934
2018-06-02,7637.4482530684,0.3043
2018-06-03,7702.1579330801,0.31
2018-06-04,7486.6531995909,0.2905
2018-06-05,7611.1498527177,0.3025
2018-06-06,7650.7758071303,0.3062
2018-06-07,7665.9478962595,0.3077
2018-06-08,7622.6023302163,0.3042
2018-06-09,7556.1716978375,0.2983
2018-06-10,6744.7358009936,0.216
2018-06-11,6849.4526873174,0.2293
2018-06-12,6526.6996800117,0.1926
2018-06-13,6306.5131680304,0.1673
2018-06-14,6629.7701241964,0.2084
2018-06-15,6399.6740464641,0.181
2018-06-16,6495.3153091759,0.1933
2018-06-17,6450.6939728229,0.1881
2018-06-18,6703.8125897136,0.2191
2018-06-19,6732.5088091759,0.2228
2018-06-20,6753.2068258329,0.2255
2018-06-21,6720.3732343659,0.2216
2018-06-22,6059.5758591467,0.1388
2018-06-23,6174.2257793688,0.1553
2018-06-24,6146.4871949153,0.1523
2018-06-25,6243.5354409702,0.166
2018-06-26,6096.1287662186,0.1466
2018-06-27,6139.1896832262,0.1597
2018-06-28,5858.6357781999,0.1211
2018-06-29,6220.9137150789,0.1724
2018-06-30,6375.5412314436,0.1926
2018-07-01,6361.4025388662,0.1926
2018-07-02,6608.367157218,0.2226
2018-07-03,6498.3078591467,0.21
2018-07-04,6579.3333763881,0.2196
2018-07-05,6535.2984026885,0.2146
2018-07-06,6598.4590958504,0.2228
2018-07-07,6737.8560803624,0.2388
2018-07-08,6704.9199801286,0.2359
2018-07-09,6664.0240935126,0.2314
2018-07-10,6309.0840040912,0.189
2018-07-11,6377.9765113968,0.1984
2018-07-12,6159.4666762127,0.171
2018-07-13,6208.9855718878,0.1785
2018-07-14,6255.1124786674,0.1848
2018-07-15,6347.6042738165,0.1967
2018-07-16,6710.8074374635,0.2399
2018-07-17,7320.5948278784,0.3022
2018-07-18,7376.0383392753,0.3072
2018-07-19,7467.0342980713,0.3152
2018-07-20,7327.256682934,0.302
2018-07-21,7410.5656203974,0.3096
2018-07-22,7399.4837469316,0.3084
2018-07-23,7716.1586274109,0.3361
2018-07-24,8397.6165216248,0.3887
2018-07-25,8202.7203953828,0.3736
2018-07-26,7913.9307781999,0.3508
2018-07-27,8173.7746113384,0.3709
2018-07-28,8190.360056692,0.3718
2018-07-29,8229.6058386908,0.3743
2018-07-30,8171.839519287,0.3696
2018-07-31,7725.1330359439,0.3333
2018-08-01,7596.6980119813,0.3223
2018-08-02,7542.6946618936,0.3176
2018-08-03,7411.3442501461,0.306
2018-08-04,7002.2086528346,0.2663
2018-08-05,7031.5877510228,0.2695
2018-08-06,6929.9908942139,0.2595
2018-08-07,6722.5784327878,0.2374
2018-08-08,6267.3886735827,0.1834
2018-08-09,6558.0969079486,0.2204
2018-08-10,6135.7518585622,0.1677
2018-08-11,6313.749311806,0.1917
2018-08-12,6314.6916557569,0.1921
2018-08-13,6265.848043834,0.1861
2018-08-14,6184.8290856224,0.1767
2018-08-15,6270.2147986558,0.1888
2018-08-16,6290.7504552893,0.1916
2018-08-17,6563.0782887201,0.2248
2018-08-18,6399.2874468147,0.2052
2018-08-19,6490.7161271187,0.2161
2018-08-20,6272.9527288136,0.1893
2018-08-21,6473.0760394506,0.2143
2018-08-22,6365.0098316774,0.201
2018-08-23,6516.4090254237,0.2194
2018-08-24,6697.7318787259,0.2403
2018-08-25,6745.4389392168,0.2452
2018-08-26,6689.8693331385,0.2386
2018-08-27,6839.158952367,0.2546
2018-08-28,7092.9738082992,0.2805
2018-08-29,7033.4280680888,0.2736
2018-08-30,6966.9637437171,0.2666
2018-08-31,7025.1407802455,0.2727
2018-09-01,7192.3525473407,0.2893
2018-09-02,7286.6677910579,0.2983
2018-09-03,7257.47021391,0.2954
2018-09-04,7358.8114789597,0.3048
2018-09-05,6790.8973284629,0.2476
2018-09-06,6488.075936879,0.2135
2018-09-07,6408.653622443,0.2043
2018-09-08,6187.7905023378,0.1765
2018-09-09,6249.2463103448,0.1849
2018-09-10,6295.3886025716,0.1913
2018-09-11,6278.4246396844,0.1899
2018-09-12,6327.5363632379,0.1967
2018-09-13,6490.9123164816,0.2179
2018-09-14,6494.6954789597,0.2184
2018-09-15,6524.1656674459,0.222
2018-09-16,6497.4047013442,0.2189
2018-09-17,6258.5948749269,0.1895
2018-09-18,6340.3477901812,0.2002
2018-09-19,6383.9518758036,0.2058
2018-09-20,6498.6071110462,0.22
2018-09-21,6741.1428988895,0.249
2018-09-22,6705.4760511397,0.2451
2018-09-23,6703.1368495032,0.2448
2018-09-24,6576.5450032145,0.2304
2018-09-25,6416.4440216248,0.2123
2018-09-26,6463.2504035652,0.2181
2018-09-27,6677.9004886032,0.243
2018-09-28,6623.126159848,0.2367
2018-09-29,6584.4991475745,0.2325
2018-09-30,6604.485028346,0.2349
2018-10-01,6561.8138322618,0.2304
2018-10-02,6508.7209386324,0.2245
2018-10-03,6464.4568436587,0.2196
2018-10-04,6545.2856677382,0.2294
2018-10-05,6585.1495797779,0.234
2018-10-06,6550.4783158971,0.2301
2018-10-07,6564.5682600818,0.2318
2018-10-08,6604.6852741087,0.2364
2018-10-09,6590.4286221508,0.2349
2018-10-10,6529.1024360023,0.2278
2018-10-11,6159.2516426067,0.1853
2018-10-12,6191.6772232613,0.1899
2018-10-13,6197.6856963764,0.1909
2018-10-14,6182.8793442431,0.1893
2018-10-15,6442.7154140853,0.222
2018-10-16,6461.9371592636,0.2247
2018-10-17,6442.7307001753,0.2228
2018-10-18,6396.4798120982,0.2175
2018-10-19,6383.077840152,0.2157
2018-10-20,6408.2527463472,0.2226
2018-10-21,6415.3405029223,0.2236
2018-10-22,6408.0336355932,0.2229
2018-10-23,6395.9876668615,0.2217
2018-10-24,6413.8036411455,0.2241
2018-10-25,6402.3248591467,0.223
2018-10-26,6404.1085523086,0.224
2018-10-27,6409.4053275862,0.2247
2018-10-28,6406.6332530684,0.2244
2018-10-29,6263.0417346581,0.207
2018-10-30,6272.1677282291,0.2084
2018-10-31,6306.3169313267,0.2131
2018-11-01,6342.9775005845,0.218
2018-11-02,6348.1685827002,0.2187
2018-11-03,6332.4341329632,0.2169
2018-11-04,6420.4220002922,0.2276
2018-11-05,6402.9468389831,0.2255
2018-11-06,6441.1452188779,0.2302
2018-11-07,6500.8698050848,0.2371
2018-11-08,6406.7529374635,0.226
2018-11-09,6331.3787670953,0.2168
2018-11-10,6353.1127340736,0.2196
2018-11-11,6335.4142039743,0.2174
2018-11-12,6320.6560537697,0.2157
2018-11-13,6267.9379912332,0.2095
2018-11-14,5574.2583489188,0.1131
2018-11-15,5538.5606078317,0.1138
2018-11-16,5496.0162311514,0.1082
2018-11-17,5501.0923404442,0.1095
2018-11-18,5555.3763383986,0.1184
2018-11-19,4792.2000236704,-0.0177
2018-11-20,4317.530670076,-0.1203
2018-11-21,4549.3220099357,-0.0615
2018-11-22,4303.6155485096,-0.1197
2018-11-23,4289.8928533022,-0.1213
2018-11-24,3806.3169248977,-0.2608
2018-11-25,3946.8508743425,-0.2128
2018-11-26,3700.2859926943,-0.2893
2018-11-27,3776.5559053185,-0.2594
2018-11-28,4208.4752691409,-0.1293
2018-11-29,4239.0394883109,-0.1219
2018-11-30,3973.3340523086,-0.1942
2018-12-01,4148.0737255991,-0.1449
2018-12-02,4098.7467638808,-0.1578
2018-12-03,3843.9766659848,-0.2382
2018-12-04,3892.9516469901,-0.2295
2018-12-05,3709.52085827,-0.2743
2018-12-06,3511.9689815897,-0.3362
2018-12-07,3372.9956925774,-0.3869
2018-12-08,3407.951194623,-0.3716
2018-12-09,3540.439575979,-0.3197
2018-12-10,3413.5925841613,-0.3661
2018-12-11,3352.5642001753,-0.3845
