d,price_usd,profit_loss
2016-06-21,669.6042046756,86.77
2016-06-22,594.8329746347,81.89
2016-06-23,627.67785564,84.28
2016-06-24,664.1269856809,87.44
2016-06-25,668.8726841029,87.66
2016-06-26,630.4342421391,83.45
2016-06-27,652.2448077148,86.49
2016-06-28,647.2187683811,85.32
2016-06-29,638.5863456458,84.84
2016-06-30,674.2848147282,89.85
2016-07-01,677.5123857393,90.11
2016-07-02,702.7393167738,91.81
2016-07-03,662.5500859147,85.53
2016-07-04,679.8424533606,90.22
2016-07-05,668.1659812975,86.21
2016-07-06,677.6513331385,89.49
2016-07-07,640.0532361192,83.18
2016-07-08,665.0517083577,86.31
2016-07-09,651.9419140269,83.85
2016-07-10,649.9593409702,82.84
2016-07-11,650.2725946815,83.71
2016-07-12,670.0231279953,88.29
2016-07-13,658.333613384,85.18
2016-07-14,660.9059601987,85.45
2016-07-15,666.758671128,87.2
2016-07-16,665.2756221508,86.24
2016-07-17,681.0896019871,91.13
2016-07-18,675.1185791935,89.32
2016-07-19,674.6603603156,88.46
2016-07-20,667.3053648743,85.96
2016-07-21,666.8517393337,85.27
2016-07-22,650.5629116306,81.45
2016-07-23,657.3779429573,82.98
2016-07-24,661.3939798364,84.08
2016-07-25,655.1195778492,82.58
2016-07-26,654.6263391584,82.41
2016-07-27,656.2751468732,83.37
2016-07-28,656.1964533606,82.86
2016-07-29,657.5575675044,84.14
2016-07-30,655.3617301578,81.97
2016-07-31,624.804487142,76.55
2016-08-01,606.5092479252,76.14
2016-08-02,526.9811483343,70.34
2016-08-03,570.3470409117,73.24
2016-08-04,583.5421580362,75.41
2016-08-05,581.2798056692,74.57
2016-08-06,590.7954029807,76.58
2016-08-07,594.732324021,77.68
2016-08-08,591.6292838691,76.36
2016-08-09,587.9321382233,75.55
2016-08-10,589.9687583285,76.41
2016-08-11,589.5858846873,75.92
2016-08-12,587.1916495617,74.87
2016-08-13,585.3635816482,74.18
2016-08-14,571.3870625365,71.61
2016-08-15,566.5644413209,71.07
2016-08-16,578.4149241379,73.64
2016-08-17,573.6637444185,72.67
2016-08-18,573.263191993,72.2
2016-08-19,573.9584579193,73.88
2016-08-20,581.7970701344,75.65
2016-08-21,580.7921925774,74.87
2016-08-22,584.9718977206,76.63
2016-08-23,582.6277473992,75.7
2016-08-24,578.7018316774,74.08
2016-08-25,576.0334365868,72.93
2016-08-26,578.8746534191,74.81
2016-08-27,570.2009937463,70.16
2016-08-28,575.1052325541,72.58
2016-08-29,573.4292675628,71.82
2016-08-30,575.695698422,73.84
2016-08-31,572.2727583285,70.95
2016-09-01,572.2217020456,70.77
2016-09-02,576.8467673875,74.95
2016-09-03,600.3744067797,81.96
2016-09-04,610.5389133255,82.59
2016-09-05,607.526964173,81.99
2016-09-06,612.99545827,82.71
2016-09-07,615.6598191116,82.87
2016-09-08,630.5501720047,83.97
2016-09-09,622.9778840444,82.54
2016-09-10,624.7526404442,82.83
2016-09-11,608.2466759205,79.72
2016-09-12,607.707372706,79.92
2016-09-13,608.6942963179,80.67
2016-09-14,609.413087668,80.94
2016-09-15,607.070262595,78.8
2016-09-16,607.8064380479,79.88
2016-09-17,607.3814496786,78.71
2016-09-18,611.5334603156,81.62
2016-09-19,608.8713063121,80.72
2016-09-20,608.3717486265,79.86
2016-09-21,596.9457566335,76.98
2016-09-22,595.56471654,76.63
2016-09-23,602.3787849211,78.43
2016-09-24,602.6873597312,78.68
2016-09-25,600.6100548802,77.42
2016-09-26,606.7788106371,79.33
2016-09-27,605.1516137347,78.65
2016-09-28,604.6864943892,78.2
2016-09-29,605.2025619521,79.29
2016-09-30,608.8658407364,81.86
2016-10-01,615.4084788428,83.12
2016-10-02,611.7485783168,82.26
2016-10-03,612.5903473992,82.55
2016-10-04,610.0078813559,81.36
2016-10-05,612.1477809468,82.26
2016-10-06,611.7608627703,81.57
2016-10-07,617.9057051432,83.65
2016-10-08,619.3010017534,83.7
2016-10-09,617.1010413209,82.56
2016-10-10,618.0852,83.39
2016-10-11,642.9813872589,86.89
2016-10-12,636.5979322034,85.54
2016-10-13,635.4440953244,84.37
2016-10-14,639.5860902981,86.18
2016-10-15,637.283759322,85.41
2016-10-16,642.9130425482,86.44
2016-10-17,639.1375364699,85.49
2016-10-18,635.5765085915,83.27
2016-10-19,629.6407080362,81.03
2016-10-20,628.5989011105,81.13
2016-10-21,630.9062033898,82.32
2016-10-22,654.508630976,88.53
2016-10-23,651.9619567504,87.76
2016-10-24,650.0271671537,86.64
2016-10-25,655.7925050847,88.83
2016-10-26,675.1098693162,91.92
2016-10-27,686.5233270602,93.4
2016-10-28,690.3906549386,93.43
2016-10-29,715.4454693162,94.0
2016-10-30,699.3334109877,92.99
2016-10-31,698.8977279953,92.68
2016-11-01,730.5784800117,94.52
2016-11-02,740.3670555231,94.62
2016-11-03,689.939206955,90.56
2016-11-04,705.4320166569,92.59
2016-11-05,706.8193255698,92.71
2016-11-06,715.8968797779,93.16
2016-11-07,706.1812167738,92.01
2016-11-08,711.8358465809,92.7
2016-11-09,721.5015099357,93.45
2016-11-10,713.4076156049,91.83
2016-11-11,715.7033106371,92.27
2016-11-12,703.8475511397,89.06
2016-11-13,703.626435301,88.87
2016-11-14,705.6435841613,90.4
2016-11-15,712.3471528346,91.8
2016-11-16,742.0501175921,94.67
2016-11-17,735.3180805377,93.42
2016-11-18,749.578727294,94.76
2016-11-19,751.2138194039,95.09
2016-11-20,730.3508136178,91.21
2016-11-21,736.5069839275,92.84
2016-11-22,747.9976779661,93.97
2016-11-23,741.2403179427,92.63
2016-11-24,737.354975979,91.71
2016-11-25,739.6852001753,92.14
2016-11-26,734.6529258913,89.62
2016-11-27,727.7411158387,88.75
2016-11-28,730.0824837522,89.63
2016-11-29,731.6464357101,90.65
2016-11-30,742.204451315,93.98
2016-12-01,753.674910111,95.2
2016-12-02,772.3023827294,95.68
2016-12-03,766.1104681473,94.06
2016-12-04,766.3801390999,94.19
2016-12-05,752.670726242,92.89
2016-12-06,759.1173257744,93.85
2016-12-07,764.9876500877,94.08
2016-12-08,767.6592246347,95.16
2016-12-09,771.9023210988,95.2
2016-12-10,775.4745613092,95.69
2016-12-11,770.4961504968,93.8
2016-12-12,778.5065990649,95.69
2016-12-13,778.9306945646,95.69
2016-12-14,776.9639614845,94.32
2016-12-15,776.1767819988,93.89
2016-12-16,782.2302158971,95.72
2016-12-17,789.6029322034,96.22
2016-12-18,790.632966526,96.24
2016-12-19,790.2790316774,95.77
2016-12-20,799.7775207481,96.36
2016-12-21,828.4836792519,97.15
2016-12-22,858.5014339568,97.85
2016-12-23,915.5624383402,98.35
2016-12-24,891.1552720631,96.85
2016-12-25,896.0032793103,97.04
2016-12-26,903.2012466394,97.34
2016-12-27,925.9508104617,99.22
2016-12-28,979.9609739918,99.42
2016-12-29,973.4625594389,98.3
2016-12-30,961.1826581531,97.53
2016-12-31,968.9705970193,97.86
2017-01-01,997.2573579778,99.42
2017-01-02,1017.07788609,99.53
2017-01-03,1032.6090531853,99.59
2017-01-04,1134.4964453536,99.93
2017-01-05,1000.4981289305,97.04
2017-01-06,892.46395564,91.53
2017-01-07,903.4532836353,92.64
2017-01-08,912.4849970777,92.85
2017-01-09,903.508666803,92.4
2017-01-10,906.4989473992,92.77
2017-01-11,788.3146559906,86.58
2017-01-12,807.1098335476,88.28
2017-01-13,826.7469274109,89.29
2017-01-14,820.0451572764,88.23
2017-01-15,824.5470651666,88.59
2017-01-16,830.8380350672,90.3
2017-01-17,906.0268281122,93.62
2017-01-18,881.2598153711,91.01
2017-01-19,902.2638699591,92.23
2017-01-20,895.1745161894,91.62
2017-01-21,924.4682594974,95.88
2017-01-22,922.4670773816,95.41
2017-01-23,919.1157441262,94.83
2017-01-24,887.7431938048,89.57
2017-01-25,895.6900332554,91.08
2017-01-26,916.6674685564,94.87
2017-01-27,920.4544634717,95.37
2017-01-28,922.7749485681,95.9
2017-01-29,915.6320231444,92.47
2017-01-30,920.3132607832,94.69
2017-01-31,968.4991056692,96.99
2017-02-01,987.532590415,97.75
2017-02-02,1007.7043659848,98.57
2017-02-03,1015.3020394506,98.6
2017-02-04,1033.7859729983,99.31
2017-02-05,1014.5678757452,96.96
2017-02-06,1023.3174811806,98.37
2017-02-07,1053.6244590298,99.5
2017-02-08,1052.3676453536,98.54
2017-02-09,982.7519394506,94.14
2017-02-10,996.6501531268,95.04
2017-02-11,1011.3753222092,96.24
2017-02-12,1006.2964648743,95.37
2017-02-13,999.9531849795,94.8
2017-02-14,1012.2134635301,96.62
2017-02-15,1013.9038405026,96.74
2017-02-16,1036.8068647575,98.67
2017-02-17,1058.669920339,99.55
2017-02-18,1060.6688048802,99.55
2017-02-19,1058.7864003507,98.88
2017-02-20,1088.6884292227,99.55
2017-02-21,1128.8552931619,99.69
2017-02-22,1129.7017906487,99.7
2017-02-23,1188.8617855056,100.0
2017-02-24,1185.4888915839,99.01
2017-02-25,1151.604736879,97.78
2017-02-26,1181.7108658679,98.05
2017-02-27,1194.1524501461,100.0
2017-02-28,1188.3999407364,98.56
2017-03-01,1228.4596506137,100.0
2017-03-02,1262.9314673875,100.0
2017-03-03,1289.3631911163,100.0
2017-03-04,1268.9406644068,98.8
2017-03-05,1276.273682934,98.98
2017-03-06,1282.2546566336,99.16
2017-03-07,1234.476462069,96.61
2017-03-08,1152.1393892461,93.79
2017-03-09,1193.4555265926,95.71
2017-03-10,1098.5301490357,92.02
2017-03-11,1176.822921391,94.28
2017-03-12,1231.7483566336,97.0
2017-03-13,1239.3962963179,97.79
2017-03-14,1246.5365648743,97.89
2017-03-15,1258.6513814728,97.97
2017-03-16,1178.0207503799,93.27
2017-03-17,1072.0825381648,90.44
2017-03-18,962.569056166,84.68
2017-03-19,1020.2202535359,88.36
2017-03-20,1037.7563458796,89.54
2017-03-21,1111.8182635885,92.44
2017-03-22,1037.3025701344,88.71
2017-03-23,1028.1728562829,87.72
2017-03-24,935.0634962011,83.23
2017-03-25,968.5433292811,84.7
2017-03-26,962.958054588,83.6
2017-03-27,1042.9191977791,91.19
2017-03-28,1045.1629316189,91.51
2017-03-29,1039.6886157803,89.71
2017-03-30,1037.9876614261,89.34
2017-03-31,1081.7435310929,93.44
2017-04-01,1089.5247718293,93.65
2017-04-02,1105.5629557569,94.07
2017-04-03,1144.6647710111,95.16
2017-04-04,1141.9219187025,94.32
2017-04-05,1135.8116437756,93.73
2017-04-06,1194.5964593805,97.43
2017-04-07,1191.7314510812,96.24
2017-04-08,1184.417720339,94.74
2017-04-09,1213.6341398013,97.51
2017-04-10,1211.6498762127,96.93
2017-04-11,1229.7849329047,97.73
2017-04-12,1216.1143678551,96.74
2017-04-13,1172.5583396844,92.26
2017-04-14,1174.3332335476,92.79
2017-04-15,1175.5621890123,93.1
2017-04-16,1173.6913798948,91.68
2017-04-17,1191.9012014611,95.42
2017-04-18,1202.1314580362,96.33
2017-04-19,1209.5609088837,96.48
2017-04-20,1235.8030745178,98.4
2017-04-21,1247.3360702513,98.73
2017-04-22,1243.5503925774,97.67
2017-04-23,1250.0014832262,98.74
2017-04-24,1257.239442256,98.75
2017-04-25,1279.8647174167,99.45
2017-04-26,1296.4854574518,100.0
2017-04-27,1345.8899556692,100.0
2017-04-28,1347.9851555231,100.0
2017-04-29,1357.7152534191,100.0
2017-04-30,1381.9563722969,100.0
2017-05-01,1436.9414880187,100.0
2017-05-02,1463.8190684687,100.0
2017-05-03,1519.4089444769,100.0
2017-05-04,1539.8300515488,100.0
2017-05-05,1529.8504430158,98.6
2017-05-06,1573.2855096143,100.0
2017-05-07,1526.2677717125,96.97
2017-05-08,1685.0864963179,100.0
2017-05-09,1719.2280135593,100.0
2017-05-10,1782.499,100.0
2017-05-11,1835.4875482174,100.0
2017-05-12,1704.6616410871,97.14
2017-05-13,1779.840256692,98.19
2017-05-14,1794.5935505552,99.05
2017-05-15,1736.8828461134,97.3
2017-05-16,1757.0269485681,97.7
2017-05-17,1808.746064699,99.3
2017-05-18,1894.2472645529,100.0
2017-05-19,1967.5455476914,100.0
2017-05-20,2048.1176779953,100.0
2017-05-21,2045.2224931619,99.07
2017-05-22,2078.9435000292,100.0
2017-05-23,2257.2883638223,100.0
2017-05-24,2415.0072266511,100.0
2017-05-25,2319.6013786675,98.92
2017-05-26,2279.4185836353,97.59
2017-05-27,2044.3004998247,94.07
2017-05-28,2225.7008666277,96.01
2017-05-29,2284.7157974869,98.2
2017-05-30,2167.2644779077,95.21
2017-05-31,2299.4326102572,98.42
2017-06-01,2399.8876319404,99.44
2017-06-02,2479.4238943308,100.0
2017-06-03,2549.5519515196,100.0
2017-06-04,2524.9938335476,99.06
2017-06-05,2685.3189167154,100.0
2017-06-06,2871.3416773524,100.0
2017-06-07,2706.7600088545,98.92
2017-06-08,2802.5635468147,99.08
2017-06-09,2804.8722669199,99.19
2017-06-10,2916.3278597896,100.0
2017-06-11,2974.2145592051,100.0
2017-06-12,2665.4332699591,95.19
2017-06-13,2707.137824021,96.87
2017-06-14,2443.8244513735,92.85
2017-06-15,2409.886764173,91.97
2017-06-16,2476.3590953828,93.8
2017-06-17,2652.7553633548,95.07
2017-06-18,2508.2142074226,93.93
2017-06-19,2589.642213384,94.86
2017-06-20,2733.2265562829,97.84
2017-06-21,2639.2613142022,94.4
2017-06-22,2686.6475143191,96.03
2017-06-23,2685.8704710111,95.07
2017-06-24,2562.1891487434,91.61
2017-06-25,2497.7289413793,90.18
2017-06-26,2426.3650511981,89.08
2017-06-27,2530.3455360023,92.41
2017-06-28,2562.7922642022,93.47
2017-06-29,2540.4430316189,92.0
2017-06-30,2452.7120642899,88.95
2017-07-01,2412.3662131502,86.76
2017-07-02,2518.8721873758,91.15
2017-07-03,2551.9274317358,93.38
2017-07-04,2599.7447499123,94.85
2017-07-05,2608.1048911748,94.97
2017-07-06,2603.1954736996,94.07
2017-07-07,2495.7809222092,88.57
2017-07-08,2553.4941581239,92.33
2017-07-09,2506.1732135593,89.31
2017-07-10,2319.36689737,84.04
2017-07-11,2319.1674406195,83.66
2017-07-12,2374.8862664524,85.87
2017-07-13,2343.7383482466,84.96
2017-07-14,2214.8252372881,81.52
2017-07-15,1989.6331902396,80.36
2017-07-16,1910.7495416131,80.12
2017-07-17,2215.7462961426,83.24
2017-07-18,2303.7611458796,84.98
2017-07-19,2257.0652358855,83.28
2017-07-20,2823.8979263589,99.32
2017-07-21,2666.1397182934,96.09
2017-07-22,2829.7540549679,99.34
2017-07-23,2753.2438649328,97.25
2017-07-24,2755.1595242256,97.53
2017-07-25,2558.692998948,91.26
2017-07-26,2522.3246462887,89.2
2017-07-27,2665.1475464933,94.36
2017-07-28,2793.8334848627,97.99
2017-07-29,2706.4507654588,94.36
2017-07-30,2749.3845277031,95.74
2017-07-31,2862.6112908825,99.43
2017-08-01,2727.3891819988,92.14
2017-08-02,2690.1456719755,89.87
2017-08-03,2789.7463124489,95.71
2017-08-04,2860.2728432496,97.98
2017-08-05,3237.4233632963,100.0
2017-08-06,3230.1167089421,98.35
2017-08-07,3392.5624186441,100.0
2017-08-08,3425.6766165985,100.0
2017-08-09,3347.2154316189,96.48
2017-08-10,3437.0321554646,100.0
2017-08-11,3660.5205372881,100.0
2017-08-12,3871.0824061952,100.0
2017-08-13,4063.8010527177,100.0
2017-08-14,4304.6039312098,100.0
2017-08-15,4160.0305458796,98.9
2017-08-16,4364.6785746347,100.0
2017-08-17,4308.5168614261,98.59
2017-08-18,4108.5071621859,95.7
2017-08-19,4160.3324568673,96.9
2017-08-20,4085.8103943308,93.63
2017-08-21,3992.6260352426,92.72
2017-08-22,4074.3304612507,93.87
2017-08-23,4146.9153452367,95.87
2017-08-24,4325.8164279953,99.13
2017-08-25,4353.1317725599,99.15
2017-08-26,4341.9787167738,98.1
2017-08-27,4344.9034447691,98.27
2017-08-28,4379.7639206897,100.0
2017-08-29,4600.456830976,100.0
2017-08-30,4586.6327367037,98.68
2017-08-31,4740.3562177089,100.0
2017-09-01,4918.166244886,100.0
2017-09-02,4595.0200178258,96.42
2017-09-03,4625.296314436,97.63
2017-09-04,4374.7534964933,94.46
2017-09-05,4454.0525376973,95.65
2017-09-06,4607.5165298071,97.85
2017-09-07,4635.1118758036,98.43
2017-09-08,4345.4576563413,90.62
2017-09-09,4335.593449737,89.3
2017-09-10,4261.8435210403,87.69
2017-09-11,4212.5475733489,87.71
2017-09-12,4164.319434249,87.5
2017-09-13,3887.1185867914,83.81
2017-09-14,3247.4687390415,80.48
2017-09-15,3699.2229438925,84.2
2017-09-16,3711.2343506721,84.55
2017-09-17,3711.8562039743,84.83
2017-09-18,4080.4284430158,87.18
2017-09-19,3925.7361902396,85.71
2017-09-20,3895.777078609,85.09
2017-09-21,3617.2434658095,81.47
2017-09-22,3619.2137182934,82.01
2017-09-23,3775.600594097,84.5
2017-09-24,3676.8969441847,82.25
2017-09-25,3918.7380713033,86.44
2017-09-26,3890.090936879,85.07
2017-09-27,4207.7874853887,91.61
2017-09-28,4187.7697963179,90.84
2017-09-29,4155.010119813,88.71
2017-09-30,4334.5446125073,93.47
2017-10-01,4382.0868980129,96.3
2017-10-02,4386.8757150789,96.34
2017-10-03,4306.5646420222,90.95
2017-10-04,4216.6848214494,89.89
2017-10-05,4319.4209158387,91.77
2017-10-06,4365.9157104033,94.56
2017-10-07,4438.8559330801,96.49
2017-10-08,4600.7397966102,97.93
2017-10-09,4777.5346569258,99.61
2017-10-10,4741.077914962,98.5
2017-10-11,4814.9671180596,99.62
2017-10-12,5393.6689827586,100.0
2017-10-13,5614.0775146113,100.0
2017-10-14,5785.7383150205,100.0
2017-10-15,5689.8650596143,99.17
2017-10-16,5756.148811806,99.3
2017-10-17,5590.4163243717,96.91
2017-10-18,5583.8704257744,96.33
2017-10-19,5708.312990941,98.71
2017-10-20,6000.8831303331,100.0
2017-10-21,6030.2078927528,100.0
2017-10-22,5996.5981388077,98.45
2017-10-23,5888.2500166569,97.98
2017-10-24,5517.7753533022,92.77
2017-10-25,5736.017801578,95.93
2017-10-26,5900.3177291058,98.42
2017-10-27,5771.9450461718,95.92
2017-10-28,5762.3885768556,95.31
2017-10-29,6174.7288448276,100.0
2017-10-30,6119.256383986,99.27
2017-10-31,6428.5146370544,100.0
2017-11-01,6726.4118345997,100.0
2017-11-02,7043.7779389246,100.0
2017-11-03,7198.6321107539,100.0
2017-11-04,7420.498078609,100.0
2017-11-05,7371.1390298071,99.07
2017-11-06,6985.2638439509,96.48
2017-11-07,7118.202543834,97.87
2017-11-08,7451.2127866745,100.0
2017-11-09,7117.7380496786,96.5
2017-11-10,6620.567336353,93.56
2017-11-11,6346.7214491525,92.16
2017-11-12,5829.0978275862,89.13
2017-11-13,6519.4451721216,93.73
2017-11-14,6592.3743971362,94.12
2017-11-15,7257.3732121566,98.65
2017-11-16,7833.7044333723,100.0
2017-11-17,7729.0332700175,98.67
2017-11-18,7796.1542410871,98.85
2017-11-19,8018.3206884863,100.0
2017-11-20,8269.8742574518,100.0
2017-11-21,8091.9980835769,98.77
2017-11-22,8249.5973302163,98.91
2017-11-23,8071.6698214495,96.78
2017-11-24,8232.4223331385,98.31
2017-11-25,8760.1654421391,100.0
2017-11-26,9319.9033147282,100.0
2017-11-27,9730.7285794857,100.0
2017-11-28,9932.1941800117,100.0
2017-11-29,9800.0275517241,98.68
2017-11-30,9996.7149719462,100.0
2017-12-01,10808.9583325541,100.0
2017-12-02,10934.8599856809,100.0
2017-12-03,11213.9426554646,100.0
2017-12-04,11562.1285669199,100.0
2017-12-05,11736.7540672122,100.0
2017-12-06,13992.1323372297,100.0
2017-12-07,17032.2933763881,100.0
2017-12-08,16298.4873386908,97.87
2017-12-09,15050.0219541204,96.29
2017-12-10,15474.9995432496,96.64
2017-12-11,16873.4977849211,98.47
2017-12-12,17433.9307381648,100.0
2017-12-13,16515.15257218,95.77
2017-12-14,16602.8928033314,96.18
2017-12-15,17702.0021721216,100.0
2017-12-16,19640.5138834015,100.0
2017-12-17,19250.467650789,98.82
2017-12-18,18982.0250242548,97.5
2017-12-19,17653.3260894214,95.63
2017-12-20,16453.6272603741,90.81
2017-12-21,15633.8336504968,89.13
2017-12-22,14305.7183436587,87.54
2017-12-23,14910.8581049094,88.16
2017-12-24,14026.3468661601,86.24
2017-12-25,14080.9422600818,86.84
2017-12-26,15727.1454792519,91.11
2017-12-27,15389.0005739334,89.27
2017-12-28,14289.4522095266,86.4
2017-12-29,14571.7460821157,87.99
2017-12-30,12948.7158828171,83.95
2017-12-31,13921.4806414378,84.93
2018-01-01,13464.6536116306,84.07
2018-01-02,14754.322204851,89.6
2018-01-03,15010.2861595558,90.33
2018-01-04,15070.3007986558,91.04
2018-01-05,16997.2274079486,96.1
2018-01-06,17103.589279661,96.91
2018-01-07,16231.6949994155,91.37
2018-01-08,14937.4150894214,86.51
2018-01-09,14378.5862174167,84.47
2018-01-10,14669.0882656341,85.81
2018-01-11,13186.7549427236,80.31
2018-01-12,13789.4436639392,81.47
2018-01-13,14231.2250645821,83.6
2018-01-14,13681.0654611338,80.58
2018-01-15,13591.6961966686,80.47
2018-01-16,11431.0401052016,77.7
2018-01-17,11159.6085905903,77.08
2018-01-18,11246.0397302747,78.06
2018-01-19,11440.2555616598,79.65
2018-01-20,12768.4045856224,80.69
2018-01-21,11422.3942589129,77.65
2018-01-22,10737.3505774401,75.34
2018-01-23,10849.3918793103,76.4
2018-01-24,11225.8961747516,78.1
2018-01-25,11130.4649473992,76.85
2018-01-26,11035.5546098773,76.69
2018-01-27,11320.9701852718,79.93
2018-01-28,11615.95871128,82.11
2018-01-29,11132.5543138515,77.09
2018-01-30,9959.5467153711,73.42
2018-01-31,10050.0957971946,74.39
2018-02-01,9039.8650751023,72.21
2018-02-02,8786.0773798948,72.13
2018-02-03,9132.1003223261,73.86
2018-02-04,8250.5268959673,70.47
2018-02-05,6849.542559322,67.41
2018-02-06,7738.6439596727,70.25
2018-02-07,7624.5953895383,69.18
2018-02-08,8218.580851841,72.67
2018-02-09,8660.4534678551,74.34
2018-02-10,8530.2928047925,73.34
2018-02-11,8096.7284812975,70.95
2018-02-12,8907.670179135,76.04
2018-02-13,8523.9669319112,72.95
2018-02-14,9467.3010327294,77.8
2018-02-15,10106.7330835769,79.87
2018-02-16,10189.3164833431,80.03
2018-02-17,11085.5984143776,81.75
2018-02-18,10452.0919772063,79.67
2018-02-19,11139.3557305669,82.61
2018-02-20,11245.9323179427,83.65
2018-02-21,10458.8650888369,78.94
2018-02-22,9878.1589427236,75.94
2018-02-23,10159.0656125073,78.19
2018-02-24,9686.6017799533,73.99
2018-02-25,9603.2274774985,73.28
2018-02-26,10312.3657130333,79.34
2018-02-27,10654.1072948568,80.3
2018-02-28,10307.0249663939,78.54
2018-03-01,10923.6308617767,81.51
2018-03-02,11014.0584672706,81.83
2018-03-03,11425.6805654588,85.45
2018-03-04,11462.5831975453,86.23
2018-03-05,11540.6623205728,86.32
2018-03-06,10677.0352308591,78.19
2018-03-07,9903.0850490941,74.06
2018-03-08,9330.4754529515,71.05
2018-03-09,9278.1391843951,71.01
2018-03-10,8786.5604231444,69.25
2018-03-11,9513.5353997662,72.99
2018-03-12,9147.8901805962,70.69
2018-03-13,9160.5429327878,71.26
2018-03-14,8222.1272390415,66.64
2018-03-15,8268.589122443,67.99
2018-03-16,8376.9044982466,68.61
2018-03-17,7881.6619205143,65.02
2018-03-18,8189.0167191701,66.24
2018-03-19,8537.0156233197,69.98
2018-03-20,8895.547179135,71.44
2018-03-21,8879.5942565751,71.04
2018-03-22,8710.6649351257,70.11
2018-03-23,8771.746323495,70.6
2018-03-24,8610.9885163647,68.91
2018-03-25,8440.6109225599,68.07
2018-03-26,8171.1843544711,65.72
2018-03-27,7837.2653194039,64.59
2018-03-28,7933.6427296902,65.39
2018-03-29,7108.5708132671,62.17
2018-03-30,6832.1490663355,61.41
2018-03-31,6922.2812969024,62.13
2018-04-01,6804.5248793104,61.05
2018-04-02,7033.259609585,63.08
2018-04-03,7420.800515488,65.1
2018-04-04,6780.5436014027,60.96
2018-04-05,6798.4226165985,61.45
2018-04-06,6610.4923497954,60.65
2018-04-07,6886.4694719462,63.46
2018-04-08,7009.996104325,63.98
2018-04-09,6736.8928237873,61.33
2018-04-10,6816.7186154296,62.7
2018-04-11,6944.7858571011,64.46
2018-04-12,7904.3302752776,69.12
2018-04-13,7919.064694623,69.33
2018-04-14,8006.417943308,69.69
2018-04-15,8342.2711014027,72.54
2018-04-16,8046.9821335476,69.75
2018-04-17,7887.7379579194,67.67
2018-04-18,8162.8348617767,70.67
2018-04-19,8272.9673158971,72.88
2018-04-20,8839.5011320865,75.99
2018-04-21,8863.5408290473,76.08
2018-04-22,8800.9590870836,74.82
2018-04-23,8930.7846335476,76.92
2018-04-24,9652.2137887201,79.58
2018-04-25,8855.5089365868,74.74
2018-04-26,9264.7274269433,77.41
2018-04-27,8981.3307901812,75.75
2018-04-28,9341.8246846873,78.62
2018-04-29,9396.9976297487,78.75
2018-04-30,9228.7264836353,76.08
2018-05-01,9072.1687574518,75.0
2018-05-02,9204.1276405611,76.05
2018-05-03,9750.7001464056,80.8
2018-05-04,9696.6429099942,80.23
2018-05-05,9795.9257720631,80.92
2018-05-06,9595.0868194039,78.38
2018-05-07,9339.5108471654,77.09
2018-05-08,9212.3696347165,74.93
2018-05-09,9293.0422735243,76.78
2018-05-10,9037.530509059,72.85
2018-05-11,8419.7585873758,68.71
2018-05-12,8485.775266803,69.32
2018-05-13,8695.8330938048,70.39
2018-05-14,8671.0741747516,70.41
2018-05-15,8488.463421391,68.81
2018-05-16,8327.7562013442,67.4
2018-05-17,8050.5162393337,64.75
2018-05-18,8233.0864552893,66.95
2018-05-19,8229.4829357101,65.91
2018-05-20,8511.4488302163,70.73
2018-05-21,8398.6231265342,69.16
2018-05-22,8007.526532145,63.46
2018-05-23,7520.867679135,61.07
2018-05-24,7575.6244859731,61.55
2018-05-25,7425.3756744594,60.76
2018-05-26,7326.3031864407,59.85
2018-05-27,7338.1930444185,60.14
2018-05-28,7110.8238816482,59.71
2018-05-29,7453.6337250146,62.24
2018-05-30,7374.6690490941,61.18
2018-05-31,7478.7418670368,62.86
2018-06-01,7519.8357372881,63.12
2018-06-02,7637.4482530684,64.11
2018-06-03,7702.1579330801,64.21
2018-06-04,7486.6531995909,62.6
2018-06-05,7611.1498527177,64.03
2018-06-06,7650.7758071303,64.75
2018-06-07,7665.9478962595,64.91
2018-06-08,7622.6023302163,63.68
2018-06-09,7556.1716978375,62.46
2018-06-10,6744.7358009936,56.89
2018-06-11,6849.4526873174,58.45
2018-06-12,6526.6996800117,56.36
2018-06-13,6306.5131680304,56.3
2018-06-14,6629.7701241964,57.95
2018-06-15,6399.6740464641,56.69
2018-06-16,6495.3153091759,57.0
2018-06-17,6450.6939728229,56.86
2018-06-18,6703.8125897136,58.91
2018-06-19,6732.5088091759,59.3
2018-06-20,6753.2068258329,59.88
2018-06-21,6720.3732343659,58.61
2018-06-22,6059.5758591467,55.57
2018-06-23,6174.2257793688,55.92
2018-06-24,6146.4871949153,55.89
2018-06-25,6243.5354409702,56.61
2018-06-26,6096.1287662186,55.65
2018-06-27,6139.1896832262,56.55
2018-06-28,5858.6357781999,54.7
2018-06-29,6220.9137150789,57.83
2018-06-30,6375.5412314436,58.84
2018-07-01,6361.4025388662,59.12
2018-07-02,6608.367157218,60.97
2018-07-03,6498.3078591467,60.15
2018-07-04,6579.3333763881,60.82
2018-07-05,6535.2984026885,60.42
2018-07-06,6598.4590958504,61.54
2018-07-07,6737.8560803624,63.23
2018-07-08,6704.9199801286,62.47
2018-07-09,6664.0240935126,62.06
2018-07-10,6309.0840040912,57.44
2018-07-11,6377.9765113968,58.91
2018-07-12,6159.4666762127,56.21
